ra_decals,dec_decals,ls_id,mag_g,snr_g,mag_r,snr_r,mag_i,snr_i,mag_z,snr_z,query_name
31.26531285804586,3.272880637238242,10995482453090891,28.223225,0.34700096,21.865223,88.086,20.321304,207.9263,20.199663,146.41628,J020503.68+031622.3
31.27722125785395,30.85312117202496,10995640071884286,24.879398,4.6308303,21.926344,39.785564,inf,0.0,20.191587,93.63041,J020506.53+305111.2
33.94094482831473,29.55097659637173,10995633531914720,,-2.154761,23.038687,11.094472,inf,0.0,21.03916,35.931343,J021545.83+293303.5
34.04235951927166,4.8497241718689,10995491509638706,26.306402,1.4135808,22.131136,45.68196,20.07872,169.87479,19.879492,168.68614,J021610.17+045059.0
35.27230950867873,4.012252203265265,10995486993424541,,-0.6781549,22.36834,53.963768,20.740046,149.7282,20.650301,87.21837,J022105.35+040044.1
36.08139271775176,8.289055858094049,10995512543023709,30.165503,0.034858067,22.423214,24.184147,inf,0.0,21.25686,34.02547,J022419.53+081720.6
36.51977036050707,-9.30524021335622,10995407186299086,,-0.06538559,22.776642,34.821636,20.902489,107.6963,20.712763,72.4085,J022604.75-091818.8
37.76987910856921,7.283026900614621,10995506557747385,,-0.9442405,23.18049,15.987065,inf,0.0,20.93813,54.819683,J023104.77+071658.9
38.11855199722309,19.46570130172215,10995578521518153,25.156775,4.563715,21.870218,45.458244,20.790953,34.910347,20.527815,82.63124,J023228.45+192756.5
38.70070494618368,10.71399472121338,10995527464256605,25.462828,3.1169424,22.197927,34.769363,inf,0.0,21.042116,43.536736,J023448.17+104250.3
39.31821660876451,-7.887321962432674,10995414665799121,25.120934,5.6843243,22.41624,55.716263,21.074142,118.15992,20.916563,76.616974,J023716.37-075314.3
40.14629057765919,-11.32472581673704,10995395304888032,25.764196,2.8023767,22.704336,38.910446,20.723406,145.76721,20.707867,78.76396,J024035.11-111929.0
41.61371972983362,-3.926932962764513,10995438716979543,26.598831,1.2461814,22.651283,37.43856,21.205246,78.2088,21.059002,73.64911,J024627.29-035536.9
41.6702781994954,5.741249646810809,10995497562019257,,-0.63081014,22.512466,31.37643,21.231623,40.529484,21.066238,46.29167,J024640.87+054428.4
42.67419180403232,-5.427698781812333,10995429685601783,27.384546,0.615565,22.231867,59.394627,20.492514,139.64534,20.312777,124.62027,J025041.81-052539.7
44.84759800622928,-15.25184364264075,10995371795811339,,-1.8059946,22.35441,43.645752,20.436005,150.3002,20.29621,117.85461,J025923.42-151506.6
45.36729822799534,-6.333060175799117,10995425188252618,,-1.2621454,24.746864,4.634055,21.644197,32.669556,21.358574,45.253128,J030128.15-061959.0
46.61609975975058,-4.689956393795928,10995434217543252,25.749578,1.6520373,22.323893,21.3992,20.333773,73.41943,20.212376,93.05706,J030627.86-044123.8
46.65381884564026,-12.37845163561724,10995387938639700,26.645678,1.3021086,21.334032,122.28331,19.447271,353.8067,19.303286,216.59361,J030636.92-122242.4
49.35947729648058,-3.625985248702278,10995440257336235,26.44742,1.2919846,22.429708,28.077848,20.726528,32.585434,20.485106,85.66289,J031726.27-033733.5
