# ls_id        ra_1        dec_1        
  J0746+3421   116.60457   34.36276     
  J0746+2115   116.63756   21.25546     
  J0746+3645   116.65146   36.76545     
  J0746+3043   116.68521   30.73001     
  J0746+3952   116.70969   39.87362     
  J0746+2039   116.73902   20.66283     
  J0746+4641   116.74041   46.69258     
  J0747+3009   116.75244   30.16534     
  J0747+2918   116.82915   29.30556     
  J0747+2559   116.83446   25.99394     
  J0747+3756   116.84582   37.94646     
  J0747+3710   116.86946   37.17677     
  J0747+2524   116.87136   25.41155     
  J0747+1717   116.8979    17.29993     
  J0747+3644   116.90974   36.74186     
  J0747+3436   116.93572   34.61256     
  J0747+2321   116.94631   23.36105     
  J0747+2556   116.95219   25.94632     
  J0747+2658   116.96474   26.98008     
  J0747+3947   116.9847    39.79244     
  J0747+3729   116.9891    37.49767     
  J0747+2656   116.99219   26.93692     
  J0748+3530   117.02359   35.51135     
  J0748+3654   117.03645   36.90408     
  J0748+3323   117.07571   33.39439     
  J0748+2002   117.08033   20.04102     
  J0748+2657   117.08106   26.95468     
  J0748+2319   117.09853   23.33171     
  J0748+1954   117.10194   19.90993     
  J0748+3126   117.16641   31.43904     
  J0748+2258   117.18827   22.9702      
  J0748+2452   117.19887   24.87304     
  J0748+4020   117.21801   40.33642     
  J0748+1638   117.22119   16.64315     
  J0748+4238   117.23769   42.64281     
  J0748+3258   117.24284   32.97297     
  J0749+3708   117.25843   37.1455      
  J0749+1734   117.28257   17.56574     
  J0749+4304   117.34998   43.06731     
  J0749+2647   117.35773   26.78703     
  J0749+3433   117.37424   34.55057     
  J0749+4645   117.37756   46.75419     
  J0749+2441   117.42799   24.68597     
  J0749+2511   117.44019   25.19448     
  J0749+2347   117.44374   23.79782     
  J0749+3017   117.48974   30.299       
  J0749+1728   117.49287   17.47633     
  J0750+1814   117.50238   18.23382     
  J0750+3620   117.51334   36.34185     
  J0750+3619   117.52653   36.31619     
  J0750+4137   117.55721   41.62741     
  J0750+2434   117.56375   24.57281     
  J0750+4622   117.56772   46.36868     
  J0750+2242   117.58671   22.70641     
  J0750+2338   117.60067   23.6473      
  J0750+3442   117.61288   34.70602     
  J0750+1642   117.62236   16.70391     
  J0750+2123   117.6372    21.38924     
  J0750+4003   117.712     40.05938     
  J0750+1604   117.72294   16.06796     
  J0751+2652   117.7616    26.87629     
  J0751+4327   117.77129   43.46524     
  J0751+3244   117.77205   32.74143     
  J0751+1633   117.77818   16.56263     
  J0751+2049   117.79384   20.82241     
  J0751+4302   117.80998   43.04019     
  J0751+4222   117.81231   42.37937     
  J0751+2448   117.81427   24.81374     
  J0751+1531   117.8288    15.53165     
  J0751+3836   117.83144   38.61293     
  J0751+4531   117.86053   45.52421     
  J0751+2221   117.86463   22.35712     
  J0751+2520   117.86664   25.33519     
  J0751+2403   117.88772   24.05955     
  J0751+1801   117.8911    18.01978     
  J0751+2454   117.93664   24.90168     
  J0751+4636   117.94711   46.60175     
  J0751+4628   117.95705   46.47051     
  J0751+3314   117.99172   33.23999     
  J0752+3219   118.01215   32.3248      
  J0752+3127   118.01383   31.46417     
  J0752+1845   118.03527   18.76301     
  J0752+2159   118.04349   21.9855      
  J0752+1658   118.05384   16.97375     
  J0752+2746   118.05603   27.77888     
  J0752+3028   118.15065   30.47485     
  J0752+4110   118.15159   41.1722      
  J0752+3314   118.15422   33.24363     
  J0752+3651   118.16812   36.85155     
  J0752+4452   118.18787   44.87347     
  J0752+4215   118.21989   42.25903     
  J0752+4136   118.24782   41.61301     
  J0753+2027   118.25596   20.4674      
  J0753+2327   118.26608   23.45582     
  J0753+1601   118.27614   16.0189      
  J0753+2100   118.27616   21.0048      
  J0753+2548   118.28844   25.81013     
  J0753+4046   118.28972   40.7789      
  J0753+2019   118.29104   20.32145     
  J0753+2816   118.299     28.27857     
  J0753+4642   118.31804   46.71549     
  J0753+2633   118.34087   26.56301     
  J0753+2407   118.34401   24.13201     
  J0753+2546   118.34615   25.76901     
  J0753+4736   118.34716   47.61265     
  J0753+2225   118.3536    22.42082     
  J0753+1925   118.36492   19.43307     
  J0753+2749   118.38488   27.81921     
  J0753+4602   118.41918   46.04559     
  J0753+2716   118.42244   27.27457     
  J0753+3158   118.42866   31.98188     
  J0753+2456   118.43932   24.94609     
  J0754+2502   118.50359   25.04209     
  J0754+4247   118.55593   42.78541     
  J0754+4315   118.55849   43.25947     
  J0754+3721   118.5667    37.350525    
  J0754+3733   118.60278   37.56548     
  J0754+2649   118.6179    26.82286     
  J0754+2054   118.64241   20.90618     
  J0754+4256   118.64873   42.9455      
  J0754+2727   118.66204   27.46426     
  J0754+4314   118.66469   43.23613     
  J0754+2029   118.67948   20.4859      
  J0754+3336   118.68988   33.60545     
  J0754+3659   118.7164    36.9916      
  J0754+3924   118.73934   39.41017     
  J0754+1714   118.74855   17.24614     
  J0755+1606   118.78585   16.11012     
  J0755+3932   118.82118   39.53623     
  J0755+3650   118.83449   36.84556     
  J0755+2500   118.84946   25.00092     
  J0755+3451   118.85042   34.85686     
  J0755+2505   118.86843   25.09684     
  J0755+1721   118.90051   17.35231     
  J0755+2237   118.92561   22.6241      
  J0755+1557   118.93479   15.96084     
  J0755+1609   118.94019   16.16251     
  J0755+1718   118.96755   17.31038     
  J0755+2821   118.97442   28.35323     
  J0755+4306   118.99256   43.1105      
  J0756+2108   119.01087   21.13703     
  J0756+3256   119.02865   32.93213     
  J0756+1619   119.03615   16.32988     
  J0756+2245   119.04087   22.75702     
  J0756+1659   119.10018   16.98357     
  J0756+4133   119.15139   41.5506      
  J0756+1949   119.16727   19.83157     
  J0756+1755   119.17916   17.92586     
  J0756+4250   119.19063   42.8338      
  J0756+4200   119.21906   42.01196     
  J0756+4257   119.24261   42.95621     
  J0756+1700   119.24386   17.00853     
  J0756+2307   119.24612   23.12654     
  J0757+3721   119.2736    37.35344     
  J0757+4256   119.29499   42.94881     
  J0757+2821   119.30003   28.36171     
  J0757+3750   119.37578   37.84214     
  J0757+4236   119.38546   42.60043     
  J0757+2406   119.39751   24.11237     
  J0757+1557   119.4072    15.95302     
  J0757+2004   119.43133   20.07022     
  J0757+2840   119.43197   28.67569     
  J0757+2849   119.48687   28.82358     
  J0758+3552   119.50583   35.87851     
  J0758+3342   119.51722   33.70323     
  J0758+2334   119.53371   23.57237     
  J0758+4425   119.53659   44.42146     
  J0758+3319   119.60782   33.32167     
  J0758+2602   119.60913   26.03537     
  J0758+2033   119.61911   20.56625     
  J0758+1553   119.61959   15.89751     
  J0758+4245   119.62888   42.76562     
  J0758+3814   119.64117   38.24498     
  J0758+1609   119.64215   16.1542      
  J0758+3531   119.64384   35.52404     
  J0758+3455   119.65927   34.91805     
  J0758+4212   119.70626   42.21422     
  J0758+2543   119.71037   25.72436     
  J0758+1558   119.71301   15.96537     
  J0758+2552   119.73069   25.87903     
  J0759+2637   119.77176   26.63079     
  J0759+2823   119.81372   28.3909      
  J0759+4045   119.82797   40.76604     
  J0759+2737   119.85852   27.63235     
  J0759+2610   119.87052   26.17874     
  J0759+3522   119.87266   35.3802      
  J0759+0323   119.8728    3.399003     
  J0759+3427   119.87825   34.46386     
  J0759+3653   119.88574   36.88825     
  J0759+2021   119.93476   20.35841     
  J0759+2056   119.96877   20.94984     
  J0759+2949   119.9787    29.82307     
  J0759+4222   119.98499   42.38084     
  J0800+4249   120.03248   42.82206     
  J0800+1837   120.05157   18.62197     
  J0800+2213   120.08443   22.22313     
  J0800+3842   120.08539   38.70726     
  J0800+3951   120.12637   39.86137     
  J0800+3227   120.14595   32.46404     
  J0800+4149   120.14748   41.83071     
  J0800+4640   120.17072   46.67669     
  J0800+2111   120.1937    21.18368     
  J0800+4043   120.20433   40.72573     
  J0800+2413   120.22611   24.22136     
  J0800+1745   120.23289   17.75485     
  J0800+3243   120.24255   32.72769     
  J0800+2646   120.24911   26.76711     
  J0801+1928   120.25392   19.47591     
  J0801+1637   120.27619   16.63041     
  J0801+1842   120.29135   18.71629     
  J0801+3301   120.33129   33.02948     
  J0801+2759   120.33939   27.99294     
  J0801+2831   120.3395    28.52591     
  J0801+3333   120.3545    33.55219     
  J0801+1808   120.37687   18.13632     
  J0801+2118   120.41339   21.31224     
  J0801+1703   120.41913   17.0631      
  J0801+4222   120.43098   42.37821     
  J0801+4300   120.45818   43.0079      
  J0801+3557   120.45983   35.95639     
  J0801+1657   120.48524   16.96272     
  J0801+2947   120.49893   29.79275     
  J0801+3532   120.50408   35.54887     
  J0802+3804   120.50428   38.08154     
  J0802+1643   120.52631   16.71811     
  J0802+1853   120.53156   18.89916     
  J0802+4438   120.54284   44.64447     
  J0802+3627   120.59792   36.46251     
  J0802+4310   120.59906   43.18926     
  J0802+2236   120.6254    22.60243     
  J0802+3749   120.68894   37.82468     
  J0802+2140   120.69241   21.6749      
  J0802+1937   120.6989    19.6209      
  J0802+3446   120.70361   34.77855     
  J0802+3703   120.71235   37.05137     
  J0802+2744   120.72557   27.74387     
  J0802+4112   120.7288    41.2082      
  J0802+1712   120.74083   17.2064      
  J0803+1720   120.77192   17.34237     
  J0803+2129   120.80973   21.4932      
  J0803+1906   120.85198   19.10692     
  J0803+3309   120.86594   33.15719     
  J0803+2351   120.88239   23.85758     
  J0803+4714   120.92229   47.24722     
  J0803+3211   120.92699   32.19423     
  J0803+3719   120.93757   37.33156     
  J0803+4115   120.96435   41.26508     
  J0803+3129   120.9956    31.49445     
  J0803+4020   120.99656   40.33625     
  J0803+3924   120.99751   39.40092     
  J0804+2159   121.00055   21.9975      
  J0804+1624   121.01653   16.4058      
  J0804+2343   121.01682   23.73068     
  J0804+1735   121.02807   17.58628     
  J0804+4152   121.0397    41.87885     
  J0804+3855   121.04569   38.92805     
  J0804+0330   121.05954   3.5131667    
  J0804+3339   121.06172   33.6505      
  J0804+0708   121.06351   7.13373      
  J0804+1721   121.08475   17.35615     
  J0804+3659   121.08696   36.99759     
  J0804+4027   121.12143   40.46658     
  J0804+3853   121.12799   38.89732     
  J0804+1944   121.13085   19.74988     
  J0804+1750   121.14239   17.84099     
  J0804+3624   121.16371   36.39719     
  J0804+4443   121.16386   44.71814     
  J0804+1719   121.17115   17.32678     
  J0804+2438   121.19623   24.64556     
  J0804+4535   121.20564   45.592       
  J0804+2716   121.20908   27.27044     
  J0804+2518   121.22849   25.30926     
  J0804+3227   121.23526   32.4608      
  J0804+2821   121.23742   28.35151     
  J0805+1939   121.27179   19.66487     
  J0805+2303   121.27822   23.0506      
  J0805+1708   121.28791   17.13771     
  J0805+3933   121.28801   39.55051     
  J0805+1845   121.29769   18.75809     
  J0805+3433   121.30826   34.56415     
  J0805+2925   121.30863   29.42645     
  J0805+4031   121.30892   40.52342     
  J0805+3758   121.31085   37.96955     
  J0805+3106   121.31237   31.11202     
  J0805+4050   121.341     40.8363      
  J0805+2701   121.37797   27.03125     
  J0805+0649   121.41255   6.82086      
  J0805+2654   121.42242   26.90501     
  J0805+5248   121.4229    52.81441     
  J0805+0722   121.4345    7.37413      
  J0805+3837   121.44657   38.62166     
  J0805+2930   121.45468   29.50876     
  J0805+5335   121.45864   53.59208     
  J0805+2309   121.47211   23.1632      
  J0805+4550   121.47515   45.84125     
  J0806+2900   121.52909   29.01343     
  J0806+4011   121.53265   40.1954      
  J0806+2953   121.53551   29.89231     
  J0806+4027   121.53812   40.46225     
  J0806+3118   121.57393   31.31526     
  J0806+0701   121.60532   7.01824      
  J0806+2757   121.61376   27.95259     
  J0806+0602   121.66948   6.03969      
  J0806+1718   121.68199   17.30639     
  J0806+4031   121.7114    40.52236     
  J0806+4538   121.71874   45.63828     
  J0807+2502   121.76179   25.03539     
  J0807+4533   121.78751   45.55353     
  J0807+3917   121.80388   39.29636     
  J0807+4631   121.81735   46.52273     
  J0807+4541   121.81746   45.69857     
  J0807+4625   121.84683   46.41694     
  J0807+0627   121.86922   6.45652      
  J0807+3307   121.87476   33.12591     
  J0807+2934   121.88165   29.57475     
  J0807+2359   121.89469   23.99085     
  J0807+3414   121.92927   34.24381     
  J0807+2718   121.96369   27.31408     
  J0807+0637   121.98035   6.62902      
  J0807+4507   121.9982    45.12768     
  J0808+2253   122.0245    22.88518     
  J0808+3939   122.08674   39.65896     
  J0808+2258   122.09545   22.97855     
  J0808+3839   122.11924   38.66166     
  J0808+1925   122.12034   19.42198     
  J0808+4117   122.13327   41.28421     
  J0808+3755   122.13366   37.93172     
  J0808+2247   122.1667    22.79377     
  J0808+2935   122.18843   29.58779     
  J0808+1722   122.20305   17.38254     
  J0808+1955   122.23019   19.92833     
  J0808+1746   122.23311   17.78375     
  J0809+1809   122.26016   18.16471     
  J0809+0725   122.2768    7.42851      
  J0809+1703   122.27772   17.06021     
  J0809+2326   122.31815   23.43932     
  J0809+2443   122.33185   24.72737     
  J0809+2828   122.33459   28.48323     
  J0809+2914   122.34066   29.2375      
  J0809+3807   122.3904    38.12989     
  J0809+2312   122.39192   23.21209     
  J0809+1942   122.41813   19.70478     
  J0809+3418   122.42299   34.31749     
  J0809+2501   122.43633   25.01732     
  J0809+4103   122.44793   41.05936     
  J0809+2109   122.47711   21.16244     
  J0809+3020   122.49938   30.34852     
  J0809+0613   122.49973   6.22376      
  J0810+3212   122.50427   32.20856     
  J0810+0657   122.50828   6.96031      
  J0810+2312   122.51647   23.2024      
  J0810+4420   122.54524   44.33514     
  J0810+0525   122.575     5.43336      
  J0810+1721   122.58694   17.36437     
  J0810+3628   122.60318   36.46912     
  J0810+2210   122.60926   22.17689     
  J0810+2027   122.61288   20.45722     
  J0810+2005   122.6412    20.0999      
  J0810+2132   122.67109   21.54488     
  J0810+4402   122.6959    44.03908     
  J0810+2937   122.69664   29.6319      
  J0810+2702   122.69861   27.0477      
  J0810+3018   122.69862   30.31074     
  J0810+1759   122.70458   17.99825     
  J0810+1733   122.70514   17.55849     
  J0810+1731   122.71762   17.52757     
  J0810+5448   122.72235   54.80055     
  J0810+0700   122.74302   7.01652      
  J0810+4140   122.74459   41.68111     
  J0811+2812   122.76436   28.20623     
  J0811+2125   122.77427   21.42194     
  J0811+2115   122.79194   21.2556      
  J0811+4542   122.80523   45.70361     
  J0811+3052   122.84466   30.85814     
  J0811+2015   122.84514   20.25553     
  J0811+3356   122.85342   33.93615     
  J0811+0340   122.88006   3.68314      
  J0811+2235   122.88794   22.59154     
  J0811+3145   122.89381   31.7654      
  J0811+0322   122.92339   3.37285      
  J0811+1805   122.93689   18.09189     
  J0812+2353   123.00365   23.88782     
  J0812+2707   123.00422   27.127       
  J0812+2107   123.01169   21.12536     
  J0812+0526   123.01237   5.44748      
  J0812+3948   123.04079   39.80165     
  J0812+0724   123.04549   7.41329      
  J0812+2256   123.07952   22.94631     
