# ls_id        ra_1        dec_1        
  J1222+1426   185.67349   14.44144     
  J1222+3647   185.68632   36.7925      
  J1222+4259   185.7261    43.00482     
  J1223+1524   185.75028   15.4008      
  J1223+4055   185.78973   40.91889     
  J1223+4056   185.8618    40.93791     
  J1223+5131   185.8653    51.53174     
  J1223+5743   185.89739   57.72747     
  J1223+4107   185.90785   41.12853     
  J1223+1611   185.96017   16.19372     
  J1223+5119   185.97085   51.33246     
  J1224+5334   186.02058   53.5677      
  J1224+5640   186.03848   56.67048     
  J1224+3822   186.03862   38.37555     
  J1224+3539   186.09991   35.65487     
  J1224+4138   186.10398   41.63638     
  J1224+1536   186.12285   15.6118      
  J1224+4133   186.12873   41.55738     
  J1224+6254   186.14324   62.91488     
  J1224+5603   186.17746   56.06273     
  J1224+6208   186.19286   62.14095     
  J1224+3527   186.23062   35.45096     
  J1225+6219   186.26266   62.33231     
  J1225+3346   186.27134   33.77966     
  J1225+5836   186.27214   58.6041      
  J1225+4302   186.31716   43.04378     
  J1225+1130   186.32714   11.50999     
  J1225+0754   186.35537   7.90291      
  J1225+3511   186.36378   35.18965     
  J1225+1508   186.40838   15.14864     
  J1225+4002   186.44407   40.04035     
  J1225+3706   186.47023   37.10923     
  J1226+3502   186.56159   35.04131     
  J1226+4712   186.56685   47.20322     
  J1226+4200   186.58454   42.00586     
  J1226+4021   186.58975   40.35433     
  J1226+4139   186.59324   41.65864     
  J1226+1424   186.61352   14.41598     
  J1226+5309   186.65963   53.15226     
  J1226+4341   186.66476   43.68877     
  J1226+4203   186.67528   42.06174     
  J1226+3204   186.69365   32.07023     
  J1226+3752   186.74381   37.88139     
  J1227+4911   186.82675   49.19962     
  J1227+3945   186.86981   39.75454     
  J1227+1454   186.94598   14.90609     
  J1227+3835   186.95405   38.58495     
  J1228-0135   187.00709   -1.59979     
  J1228+3518   187.00733   35.30548     
  J1228+3707   187.0125    37.12748     
  J1228-0022   187.01955   -0.37813     
  J1228+3939   187.06525   39.66078     
  J1228+6253   187.09773   62.89957     
  J1228+3729   187.1269    37.49456     
  J1228+3714   187.13506   37.23342     
  J1228+3950   187.14951   39.84333     
  J1228+3530   187.15166   35.50193     
  J1228+5201   187.18633   52.02387     
  J1228+3627   187.18683   36.46061     
  J1228+5159   187.20173   51.98906     
  J1228+5821   187.20902   58.36324     
  J1228+0050   187.23075   0.84557      
  J1229+0117   187.25488   1.29194      
  J1229+4441   187.2871    44.69691     
  J1229+3159   187.32007   31.98727     
  J1229+5426   187.33223   54.44616     
  J1229+1437   187.33238   14.6304      
  J1229-0004   187.34815   -0.06788     
  J1229+4233   187.35498   42.55563     
  J1229+3749   187.38306   37.8181      
  J1229+1506   187.3974    15.09573     
  J1229+5152   187.4063    51.88309     
  J1229-0255   187.46989   -2.92396     
  J1229+3134   187.47156   31.57381     
  J1229+5136   187.48212   51.60305     
  J1230+1408   187.55558   14.13958     
  J1230+3157   187.5864    31.97582     
  J1230-0340   187.60502   -3.67896     
  J1230+6235   187.61209   62.59641     
  J1230+6253   187.61958   62.88742     
  J1230+3645   187.63101   36.76273     
  J1230+3245   187.64444   32.75959     
  J1230-0332   187.64944   -3.5384      
  J1230+3912   187.65522   39.20977     
  J1230+3916   187.72304   39.27253     
  J1230+3649   187.73636   36.82561     
  J1231+5605   187.76503   56.09659     
  J1231+1501   187.76524   15.03061     
  J1231+5702   187.82487   57.0436      
  J1231+4046   187.83649   40.78292     
  J1231+1545   187.85223   15.75022     
  J1231+6117   187.86472   61.28667     
  J1231+1612   187.91271   16.20971     
  J1231+4149   187.94433   41.82879     
  J1231+5356   187.9492    53.9409      
  J1231+3254   187.9643    32.91337     
  J1231+5359   187.97156   53.99672     
  J1231+5135   188.00002   51.5959      
  J1232+1550   188.00584   15.84684     
  J1232+1538   188.033     15.64059     
  J1232+1433   188.04317   14.56288     
  J1232-0148   188.0598    -1.80625     
  J1232+5739   188.08532   57.65194     
  J1232+1535   188.09049   15.58566     
  J1232+5518   188.1527    55.30639     
  J1232+5651   188.16958   56.85362     
  J1232+4006   188.18153   40.10739     
  J1232+4040   188.21714   40.67306     
  J1232+6140   188.24748   61.67548     
  J1233+4455   188.27281   44.92657     
  J1233+3300   188.29161   33.00792     
  J1233+3116   188.34747   31.27534     
  J1233+1445   188.3654    14.76022     
  J1233+0658   188.40335   6.97061      
  J1233+4406   188.43735   44.10609     
  J1233+4006   188.45128   40.10329     
  J1233+1432   188.4727    14.53595     
  J1234+3259   188.50448   32.98873     
  J1234+5941   188.50527   59.69793     
  J1234+5738   188.51985   57.64809     
  J1234+5538   188.52374   55.6349      
  J1234+3238   188.52818   32.64522     
  J1234+6329   188.53179   63.49295     
  J1234+5935   188.61996   59.59983     
  J1234+3631   188.62929   36.5246      
  J1234-0233   188.63438   -2.56571     
  J1234+5411   188.689     54.18451     
  J1234+4444   188.70364   44.73818     
  J1234+3734   188.70541   37.57716     
  J1234+3525   188.71266   35.42226     
  J1234+5316   188.73814   53.27893     
  J1235+3517   188.80108   35.28674     
  J1235+3158   188.82184   31.97101     
  J1235+6227   188.85039   62.46184     
  J1235+3749   188.85058   37.83062     
  J1235+3251   188.87053   32.86385     
  J1235+4920   188.87595   49.34345     
  J1235+0540   188.89146   5.66678      
  J1235+5341   188.92564   53.6967      
  J1235+1447   188.92892   14.78755     
  J1235+0554   188.94538   5.9068       
  J1235+4713   188.96021   47.23325     
  J1235+5804   188.96255   58.07548     
  J1235+1431   188.98666   14.53018     
  J1235+1429   188.99629   14.48611     
  J1235+0434   188.99669   4.57404      
  J1236+3551   189.05205   35.8551      
  J1236+3329   189.06057   33.48821     
  J1236+3935   189.09089   39.5907      
  J1236-0023   189.1047    -0.39523     
  J1236+3346   189.1503    33.76843     
  J1236+5227   189.23607   52.45605     
  J1236+4458   189.23755   44.98163     
  J1236+5151   189.23895   51.86191     
  J1236+3327   189.24842   33.45684     
  J1237+0344   189.29558   3.73838      
  J1237+0418   189.30475   4.30817      
  J1237+3641   189.30838   36.68677     
  J1237+3628   189.33272   36.47875     
  J1237-0240   189.35456   -2.67443     
  J1237+0046   189.36551   0.77833      
  J1237+3520   189.39788   35.33719     
  J1237+3928   189.43412   39.48177     
  J1237+5430   189.45082   54.51637     
  J1237+3129   189.4637    31.4916      
  J1237+3604   189.47284   36.08298     
  J1237+6250   189.47982   62.84439     
  J1238+1506   189.50826   15.10404     
  J1238+5602   189.52623   56.04463     
  J1238+0522   189.55851   5.37041      
  J1238+4940   189.60104   49.6793      
  J1238+0520   189.60147   5.33506      
  J1238+3135   189.66198   31.59551     
  J1238-0047   189.70375   -0.78918     
  J1239+4609   189.76831   46.16241     
  J1239+5608   189.81022   56.13867     
  J1239-0115   189.82343   -1.25704     
  J1239+4524   189.8381    45.40595     
  J1239+6342   189.90094   63.70348     
  J1239+3416   189.91829   34.2728      
  J1239-0158   189.92683   -1.96996     
  J1239+3835   189.93997   38.59348     
  J1239+5653   189.94189   56.88935     
  J1239+6241   189.9555    62.69785     
  J1240+3827   190.03918   38.45098     
  J1240+1546   190.053     15.78147     
  J1240+3414   190.05698   34.23626     
  J1240+3611   190.07372   36.19657     
  J1240+4553   190.09381   45.89355     
  J1240+3420   190.11737   34.34295     
  J1240+4818   190.15444   48.3155      
  J1240+4602   190.18488   46.04154     
  J1240+3646   190.19598   36.77839     
  J1240+4947   190.2252    49.79866     
  J1240+3706   190.23017   37.10183     
  J1240+3644   190.2477    36.74736     
  J1241+3655   190.26404   36.92216     
  J1241+5335   190.33483   53.58598     
  J1241+5046   190.40726   50.77183     
  J1241+5427   190.4104    54.45055     
  J1241+1419   190.44519   14.31776     
  J1241+3759   190.49218   37.99676     
  J1242+1325   190.50657   13.42751     
  J1242+5841   190.52037   58.69941     
  J1242+0612   190.5648    6.21121      
  J1242+0520   190.67679   5.34911      
  J1242+1253   190.67949   12.89247     
  J1242+3502   190.68016   35.04098     
  J1242+5301   190.71195   53.0318      
  J1242+5104   190.73149   51.0756      
  J1242+3723   190.74025   37.39499     
  J1243+5924   190.75417   59.41356     
  J1243+3353   190.76825   33.89779     
  J1243+4507   190.77674   45.12776     
  J1243+5901   190.85978   59.03269     
  J1243+5750   190.86163   57.84589     
  J1243+1238   190.88964   12.64188     
  J1243+4305   190.90102   43.08966     
  J1243-0340   190.90182   -3.67755     
  J1243-0046   190.90827   -0.77519     
  J1243+0539   190.91418   5.65199      
  J1243+5100   190.93039   51.00366     
  J1243+0101   190.95846   1.04937      
  J1243+1310   190.96773   13.17259     
  J1243+6226   190.99167   62.43717     
  J1244+0301   191.01324   3.02271      
  J1244+6220   191.0274    62.34002     
  J1244+5249   191.03358   52.83072     
  J1244+5938   191.07118   59.64238     
  J1244+4851   191.09082   48.85482     
  J1244+5139   191.13101   51.65981     
  J1244+5158   191.17427   51.98271     
  J1244+0154   191.1943    1.90435      
  J1244+5313   191.19536   53.22566     
  J1244+5521   191.20474   55.35635     
  J1245+4651   191.2687    46.85883     
  J1245+0227   191.28026   2.45511      
  J1245+1158   191.30079   11.98193     
  J1245+5954   191.30219   59.90263     
  J1245+6208   191.30447   62.13733     
  J1245-4429   191.309     -44.485472   
  J1245+5826   191.31085   58.44051     
  J1245+0412   191.34361   4.20482      
  J1245+5652   191.42043   56.87802     
  J1245+4640   191.49657   46.68028     
  J1246+4109   191.51496   41.16572     
  J1246+1503   191.51753   15.0613      
  J1246+0410   191.52844   4.17542      
  J1246+0452   191.53299   4.86722      
  J1246+0212   191.56013   2.20734      
  J1246+0430   191.59211   4.50475      
  J1246+1417   191.59533   14.28611     
  J1246-0238   191.61193   -2.63632     
  J1246+6213   191.63363   62.22924     
  J1246+1247   191.63514   12.78796     
  J1246+0342   191.72139   3.70563      
  J1247+5034   191.76214   50.57462     
  J1247+5653   191.79372   56.89558     
  J1247+1555   191.82454   15.92542     
  J1247+4948   191.85509   49.81289     
  J1247+0334   191.86829   3.55369      
  J1247+4058   191.89532   40.98028     
  J1247+3920   191.90811   39.3344      
  J1247-3816   191.9345    -38.279556   
  J1247+0600   191.96588   6.01023      
  J1248+1536   192.00915   15.61253     
  J1248+4537   192.01484   45.63132     
  J1248+4310   192.02109   43.16942     
  J1248+6031   192.02864   60.52861     
  J1248+5811   192.03594   58.19468     
  J1248+4024   192.06557   40.4007      
  J1248+3940   192.07249   39.67428     
  J1248+1414   192.09003   14.23576     
  J1248+5932   192.11182   59.53806     
  J1248+4928   192.13509   49.47531     
  J1248-0043   192.18217   -0.72943     
  J1248+6247   192.2479    62.79514     
  J1249+4130   192.2731    41.5116      
  J1249+3929   192.27376   39.49331     
  J1249+0211   192.30687   2.1885       
  J1249+1440   192.31086   14.66916     
  J1249+4133   192.31586   41.55026     
  J1249+4223   192.32579   42.38367     
  J1249+4127   192.32883   41.46132     
  J1249+4113   192.32946   41.22225     
  J1249+5413   192.33842   54.2278      
  J1249+1516   192.34008   15.27016     
  J1249+0143   192.36102   1.72794      
  J1249+0344   192.3899    3.74364      
  J1249+4134   192.42144   41.5817      
  J1249+6226   192.43024   62.4424      
  J1249-0220   192.47741   -2.33328     
  J1249-0315   192.49757   -3.2577      
  J1250+0250   192.52172   2.84812      
  J1250+3934   192.5363    39.58233     
  J1250+3939   192.53815   39.65381     
  J1250+5316   192.54154   53.26944     
  J1250+1459   192.54841   14.99765     
  J1250+0531   192.55385   5.52938      
  J1250+4940   192.58286   49.6747      
  J1250+5803   192.59981   58.05646     
  J1250+4000   192.61801   40.00612     
  J1250+1443   192.61925   14.72769     
  J1250+5307   192.65767   53.11725     
  J1250+0109   192.67832   1.16109      
  J1250+0322   192.72407   3.36931      
  J1251+1559   192.78456   15.98643     
  J1251+1241   192.8412    12.68565     
  J1251+0416   192.86445   4.27745      
  J1251+6243   192.86844   62.71964     
  J1251+5618   192.88382   56.3143      
  J1251+4700   192.89835   47.00272     
  J1251+1315   192.94246   13.26127     
  J1251+4025   192.97753   40.42645     
  J1252+4421   193.05983   44.36274     
  J1252+0433   193.07087   4.55372      
  J1252+6144   193.09342   61.73336     
  J1252+4545   193.10841   45.76275     
  J1252+6303   193.11576   63.05868     
  J1252+4122   193.1447    41.37747     
  J1252+1456   193.14639   14.94187     
  J1252+0451   193.18752   4.86316      
  J1252+0145   193.19004   1.7641       
  J1252+1232   193.21454   12.53946     
  J1252+5806   193.2284    58.1115      
  J1252+0321   193.23866   3.3578       
  J1253+3954   193.25568   39.91312     
  J1253+0159   193.26438   1.99932      
  J1253+5423   193.30492   54.39478     
  J1253+5915   193.3366    59.25864     
  J1253+5307   193.35799   53.12751     
  J1253+1123   193.38438   11.39575     
  J1253+1416   193.40904   14.273       
  J1253-0306   193.4509    -3.09901     
  J1253+1421   193.46883   14.36381     
  J1254+6222   193.53243   62.38135     
  J1254+1332   193.55171   13.53552     
  J1254+0430   193.55694   4.50643      
  J1254+1322   193.55925   13.36925     
  J1254+4533   193.58709   45.55368     
  J1254+5900   193.60115   59.00046     
  J1254+5647   193.63253   56.78416     
  J1254+1253   193.65696   12.89157     
  J1254+4151   193.6654    41.85934     
  J1254+1419   193.67223   14.32138     
  J1254+1252   193.71733   12.87832     
  J1254+4247   193.71799   42.79863     
  J1254+0353   193.74806   3.89271      
  J1255+5004   193.8247    50.08288     
  J1255-0203   193.85146   -2.05587     
  J1255-0217   193.85219   -2.2993      
  J1255+4240   193.91651   42.68087     
  J1255+1112   193.96603   11.20029     
  J1255+5710   193.98048   57.17518     
  J1255+3312   193.9935    33.21117     
  J1255+0126   193.9942    1.43347      
  J1256+5709   194.00376   57.16083     
  J1256+5913   194.03047   59.21984     
  J1256+1337   194.05771   13.62147     
  J1256+5020   194.06205   50.3351      
  J1256+1412   194.0651    14.21373     
  J1256+5033   194.07224   50.55292     
  J1256+0333   194.08027   3.55148      
  J1256+0338   194.0931    3.64907      
  J1256+0243   194.11958   2.71964      
  J1256+4920   194.14308   49.34703     
  J1256+6303   194.20871   63.05612     
  J1257+1235   194.26225   12.59465     
  J1257+6112   194.30246   61.20973     
  J1257+0341   194.32287   3.6865       
  J1257+6129   194.33487   61.48355     
  J1257+0142   194.36606   1.70818      
  J1257+3355   194.41234   33.92244     
  J1257+1424   194.42068   14.40255     
  J1257+4938   194.43019   49.63732     
  J1257+4154   194.43367   41.90782     
  J1257+0333   194.4769    3.55015      
  J1257+5626   194.49448   56.43431     
  J1258+1447   194.54373   14.78424     
  J1258+3359   194.57898   33.99344     
  J1258-0226   194.59407   -2.43839     
  J1258+0408   194.59748   4.14302      
  J1258+4451   194.64179   44.85604     
  J1258+4236   194.67728   42.61355     
  J1258+0200   194.72996   2.01008      
  J1259-0214   194.80181   -2.2455      
  J1259+1526   194.8087    15.44008     
  J1259+1312   194.84323   13.20482     
  J1259+5647   194.92163   56.79358     
  J1259+4259   194.97654   42.99291     
  J1259+4256   194.97751   42.94673     
  J1300+6031   195.01446   60.53169     
  J1300+5850   195.01673   58.84101     
  J1300+4953   195.02923   49.89906     
  J1300+0502   195.05235   5.04233      
  J1300+6456   195.07246   64.93477     
  J1300+4423   195.08002   44.39528     
  J1300+4912   195.09746   49.21255     
  J1300+6459   195.09964   64.99617     
  J1300+0429   195.1089    4.48597      
  J1300+4116   195.14575   41.27964     
  J1300+5055   195.17698   50.9322      
  J1300+0119   195.20384   1.32929      
  J1300+4946   195.23996   49.76711     
  J1301+0224   195.25329   2.40661      
  J1301+6136   195.28349   61.60329     
  J1301+4100   195.35656   41.00054     
  J1301+1334   195.46963   13.57341     
  J1302+1408   195.50248   14.14037     
  J1302+4120   195.50751   41.33487     
  J1302+3307   195.52622   33.11791     
  J1302+4359   195.55181   43.98891     
  J1302+4332   195.55804   43.54484     
  J1302+1529   195.56152   15.48586     
  J1302+6229   195.5708    62.48529     
  J1302+0459   195.57323   4.99874      
  J1302+5017   195.57442   50.29101     
  J1302+3413   195.65011   34.22392     
  J1302+0601   195.65088   6.03001      
  J1302+0351   195.6624    3.861402     
  J1302+6151   195.7341    61.8659      
  J1303+0244   195.76516   2.73978      
  J1303+3505   195.87282   35.09574     
  J1303+6400   195.91279   64.00043     
  J1303-0225   195.91948   -2.42405     
  J1303+4326   195.92351   43.44993     
  J1303+5815   195.94828   58.25699     
  J1304+5309   195.98378   53.14135     
  J1303+5057   195.98869   50.96105     
  J1304+5939   196.00755   59.65743     
  J1304+6240   196.02999   62.67886     
  J1304+6215   196.06276   62.26483     
  J1304+5714   196.07308   57.24655     
  J1304+5112   196.09638   51.21228     
  J1304+0147   196.10465   1.78409      
  J1304+0206   196.16676   2.10058      
  J1304+4932   196.17939   49.5376      
  J1304+1420   196.24164   14.34276     
  J1305+4932   196.25393   49.5428      
  J1305-0237   196.28526   -2.62732     
  J1305+1506   196.33843   15.10885     
  J1305-0231   196.36131   -2.53188     
  J1305+6158   196.40112   61.97223     
  J1305+0505   196.40294   5.09199      
  J1305+5020   196.41999   50.3347      
  J1305+4827   196.467     48.45035     
  J1305+1436   196.48944   14.61009     
  J1306+4603   196.51841   46.05515     
  J1306+5603   196.53641   56.05377     
  J1306+5612   196.55999   56.21655     
  J1306+0155   196.60237   1.91695      
  J1306+0337   196.62082   3.62479      
  J1306+5717   196.64059   57.28949     
  J1306+5108   196.64449   51.14255     
  J1306+3420   196.65545   34.34        
  J1306+5031   196.65566   50.52674     
  J1306+0248   196.67906   2.81482      
  J1306+5032   196.73334   50.53768     
  J1307-2405   196.7536    -24.092201   
  J1307+6117   196.81751   61.28536     
  J1307+1432   196.8422    14.53886     
  J1307+0329   196.92692   3.49991      
  J1307+4836   196.94591   48.61312     
  J1307+1515   196.978     15.2532      
  J1308+0156   197.03545   1.93627      
  J1308+0214   197.0648    2.24973      
  J1308+6245   197.21572   62.76577     
  J1308+0233   197.22769   2.56122      
  J1309+4511   197.28539   45.19539     
  J1309+5105   197.32948   51.09851     
  J1309-0045   197.39251   -0.76342     
  J1309+4811   197.4222    48.19891     
  J1309+5725   197.42456   57.41866     
  J1309+6305   197.42668   63.0857      
  J1309+1511   197.42992   15.18873     
  J1309-0232   197.44926   -2.54721     
  J1309+6456   197.4806    64.93382     
  J1309+5153   197.49833   51.89765     
  J1310+0233   197.5364    2.55         
  J1310+1353   197.57546   13.89984     
  J1310+1542   197.64508   15.70234     
  J1310+0156   197.66755   1.94133      
  J1311+6432   197.78587   64.54608     
  J1311+1533   197.79293   15.55258     
  J1311+5113   197.86149   51.23282     
  J1311+0328   197.908     3.47815      
  J1311+1455   197.91235   14.91928     
  J1311+6519   197.91516   65.32913     
  J1311+0025   197.91648   0.41974      
  J1311+4031   197.97422   40.52219     
  J1311-0214   197.97924   -2.23804     
  J1311+6508   197.98819   65.13448     
  J1312+4931   198.09633   49.52398     
  J1312+0333   198.17628   3.56439      
  J1312+6527   198.18408   65.4541      
  J1312+0133   198.21154   1.55363      
  J1312+6343   198.23215   63.72372     
  J1313-0157   198.27559   -1.94176     
  J1313+4845   198.27716   48.76285     
  J1313+0126   198.27797   1.43941      
  J1313-0147   198.30083   -1.77993     
  J1313+5140   198.41767   51.66717     
  J1313+5249   198.48289   52.83281     
  J1314+5036   198.52354   50.60071     
  J1314+0305   198.55332   3.08503      
  J1314+1432   198.57137   14.53991     
  J1314+1334   198.59334   13.578       
  J1314-0306   198.66532   -3.11544     
  J1314+5246   198.69658   52.77719     
  J1314+1442   198.7311    14.7047      
  J1315+4911   198.81734   49.19        
  J1315+1353   198.83791   13.88752     
  J1316+5645   199.0691    56.76451     
  J1316+5801   199.09292   58.02001     
  J1316+5735   199.14087   57.59699     
  J1316+4847   199.17187   48.79472     
  J1317+5556   199.25874   55.94677     
  J1317+5551   199.26133   55.8521      
  J1317+6439   199.29844   64.66436     
  J1317-0216   199.39897   -2.28189     
  J1317-0127   199.48914   -1.45716     
  J1318+5750   199.51643   57.84994     
  J1318+0401   199.70319   4.02062      
  J1318+5701   199.7138    57.01914     
  J1318+5537   199.73554   55.62831     
  J1318+5232   199.74956   52.54511     
  J1319+6045   199.79676   60.75833     
  J1319+0414   199.82664   4.2461       
  J1319+5623   199.93518   56.39674     
  J1319+5110   199.96913   51.17253     
  J1319+1431   199.98736   14.52196     
  J1319+5005   199.99544   50.09111     
  J1320+6420   200.10515   64.34451     
  J1320+4957   200.1218    49.95665     
  J1320+1210   200.1223    12.16933     
  J1320+5032   200.14318   50.53353     
  J1320+6245   200.17259   62.75098     
  J1321+5602   200.3175    56.04573     
  J1321+5606   200.36961   56.10859     
  J1321+5538   200.41725   55.64941     
  J1321+5224   200.48623   52.41558     
  J1322+0458   200.53783   4.97282      
  J1322+0542   200.58123   5.70426      
  J1322+0501   200.61624   5.0211       
  J1322+6118   200.62008   61.31292     
  J1322-0217   200.65946   -2.30203     
  J1322+6410   200.71071   64.1779      
  J1323+5703   200.84547   57.05104     
  J1323+3131   200.87775   31.51726     
  J1323+0332   200.96587   3.53872      
  J1323+0429   200.96924   4.4977       
  J1323+6043   200.97883   60.72134     
  J1324+5655   201.16828   56.93175     
  J1324+5153   201.17041   51.89749     
  J1324-0219   201.23459   -2.32654     
  J1325+4611   201.25015   46.18646     
  J1325+4649   201.30426   46.82807     
  J1325+4656   201.30744   46.94487     
  J1325+6029   201.31057   60.49271     
  J1326+6119   201.505     61.32285     
  J1326+4723   201.5053    47.39107     
  J1326+4921   201.52862   49.35591     
  J1326+6149   201.58415   61.83242     
  J1326+6441   201.64058   64.69842     
  J1326+3819   201.6463    38.32988     
  J1326+0325   201.7102    3.43174      
  J1327+5509   201.80944   55.15058     
  J1327+5216   201.9191    52.27388     
  J1327+4728   201.93854   47.47376     
  J1327+5143   201.97878   51.73242     
  J1328+0410   202.01185   4.17377      
  J1328+6040   202.06505   60.67381     
  J1328+6427   202.0891    64.45071     
  J1328-0222   202.13101   -2.37265     
  J1328+0450   202.19787   4.84673      
  J1328-0313   202.22163   -3.22762     
  J1329+6129   202.26496   61.48517     
  J1329+5033   202.33164   50.53676     
  J1329-0255   202.3442    -2.9217      
  J1329+0454   202.35428   4.91324      
  J1329+0513   202.41313   5.221        
  J1329-0304   202.4849    -3.07303     
  J1329+4756   202.48929   47.93606     
  J1330+0511   202.50932   5.18924      
  J1330-0453   202.50968   -4.888951    
  J1330+6153   202.52838   61.88932     
  J1330+5111   202.54223   51.18546     
  J1330+4913   202.54644   49.23073     
  J1330+5527   202.5524    55.4636      
  J1330+6418   202.5533    64.31109     
  J1330+4808   202.56815   48.13855     
  J1330-0141   202.57267   -1.68476     
  J1330+3040   202.6267    30.66996     
  J1330-0235   202.62694   -2.58389     
  J1330+6048   202.68967   60.81306     
  J1330+5438   202.70276   54.64088     
  J1331-0232   202.85691   -2.53474     
  J1331+0441   202.88225   4.69125      
  J1331+6233   202.88688   62.55039     
  J1331+6416   202.9207    64.28315     
  J1331-0226   202.93676   -2.43672     
  J1331-0214   202.94734   -2.23502     
  J1331+4558   202.96753   45.97252     
  J1331+5309   202.97428   53.15955     
  J1332+5007   203.0041    50.12901     
  J1332+6500   203.01537   65.00913     
  J1332+4809   203.07236   48.16441     
  J1332+0549   203.078     5.83306      
  J1332+1542   203.0979    15.705299    
  J1332-0441   203.10178   -4.686857    
  J1332+3750   203.15557   37.84403     
  J1332+5638   203.17442   56.64857     
  J1332-0211   203.2162    -2.1997      
  J1332+0525   203.22028   5.42377      
  J1333+5145   203.27762   51.76275     
  J1333+0351   203.28663   3.85606      
  J1333+0439   203.35085   4.66396      
  J1333+6417   203.38153   64.29299     
  J1334+0459   203.50952   4.99179      
  J1334+4207   203.50952   42.12489     
  J1334+6254   203.5284    62.9103      
  J1334+4729   203.58787   47.49688     
  J1334+0358   203.59528   3.97665      
  J1334+5001   203.7025    50.02579     
  J1334-0307   203.72555   -3.12829     
  J1334+4526   203.74662   45.43662     
  J1335+6641   203.77771   66.69704     
  J1335+0411   203.79118   4.19032      
  J1335-0050   203.79582   -0.83913     
  J1335+4844   203.81822   48.7455      
  J1335+0442   203.846     4.71659      
  J1335+0431   203.87668   4.53259      
  J1335-0120   203.94794   -1.33526     
  J1335+6159   203.97768   61.99574     
  J1336+6259   204.02418   62.98388     
  J1336+6156   204.07985   61.93371     
  J1336+6344   204.08102   63.73607     
  J1336+5146   204.09039   51.77347     
  J1336+4019   204.09334   40.33307     
  J1336+4026   204.13108   40.44701     
  J...         204.14236   -1.19317     
  J...         204.14236   -1.19317     
  J1336-0111   204.14241   -1.19315     
  J1336-0111   204.14241   -1.19315     
  J1336+0533   204.19191   5.56342      
  J1336+5034   204.19841   50.56756     
  J1337+6103   204.25489   61.05238     
  J1337+0021   204.28083   0.35581      
  J1337+3956   204.3141    39.9488      
  J1337+5248   204.3237    52.81458     
  J1337+5051   204.3303    50.85406     
  J1337+6648   204.35343   66.81204     
  J1337+5555   204.49218   55.92715     
  J1338+0410   204.50643   4.16953      
  J1338+4818   204.5368    48.30357     
  J1338+5219   204.54812   52.32882     
  J1338+4738   204.58524   47.64131     
  J1338-0214   204.63568   -2.24353     
  J1338+5155   204.64288   51.91691     
  J1338+5532   204.65698   55.5406      
  J1338+0109   204.6671    1.15906      
  J1338+6147   204.67965   61.79619     
  J1338+6639   204.68585   66.65475     
  J1338+0437   204.70646   4.6196       
  J1338+6352   204.72484   63.88228     
  J1339+4830   204.84894   48.51089     
  J1339+4808   204.85527   48.13641     
  J1339+5640   204.93845   56.67338     
  J1340+6007   205.17351   60.11957     
  J1340+5703   205.1908    57.06641     
  J1340+6053   205.19404   60.88925     
  J1340+0448   205.1999    4.80659      
  J1340+4215   205.20234   42.25001     
  J1340+0409   205.22556   4.13921      
  J1341+5535   205.30676   55.5871      
  J1341+4913   205.31408   49.22888     
  J1341+4815   205.35274   48.2593      
  J1341+5103   205.3599    51.06174     
  J1341+4939   205.369     49.65222     
  J1341+4009   205.37539   40.15404     
  J1341+4034   205.43064   40.56914     
  J1341+0410   205.47099   4.18297      
  J1341-0145   205.47557   -1.76479     
  J1341+4758   205.49885   47.96817     
  J1342+0047   205.54801   0.7896       
  J1342+0446   205.56491   4.77244      
  J1342+4728   205.63767   47.48114     
  J1342-0248   205.64001   -2.80289     
  J1342+5732   205.65368   57.53445     
  J1342+5451   205.69347   54.86424     
  J1342+4826   205.70288   48.44239     
  J1342+6137   205.70661   61.62991     
  J1342+4710   205.73735   47.18066     
  J1342+5124   205.74607   51.40745     
  J1343+3922   205.79445   39.37794     
  J1343+0538   205.79811   5.63723      
  J1343-0248   205.83472   -2.81663     
  J1343+0456   205.85238   4.93399      
  J1343+0021   205.92173   0.35791      
  J1343+5641   205.95382   56.69492     
  J1343-0244   205.96622   -2.7469      
  J1343-3851   205.96982   -38.860718   
  J1344+5621   206.01796   56.36548     
  J1344+3214   206.03883   32.23725     
  J1344+6722   206.07938   67.36701     
  J1344+4942   206.12973   49.70139     
  J1344+6136   206.17072   61.61258     
  J1344+4750   206.20071   47.84902     
  J1344+0519   206.21535   5.33317      
  J1345+5504   206.30346   55.0744      
  J1345+4832   206.30974   48.54139     
  J1345-0255   206.31592   -2.92068     
  J1345+4911   206.33494   49.19143     
  J1346+5254   206.5506    52.91214     
  J1346+5349   206.57026   53.82155     
  J1346+3218   206.63494   32.31557     
  J1346+5037   206.67472   50.62181     
  J1346+0505   206.7137    5.09103      
  J1347+4350   206.79476   43.84322     
  J1347+6146   206.80061   61.75713     
  J1347+5005   206.85845   50.07832     
  J1347+5253   206.86547   52.88577     
  J1347+6637   206.89464   66.63294     
  J1347+5046   206.90067   50.77018     
  J1347+4703   206.92141   47.06295     
  J1347+5954   206.9374    59.90241     
  J1347+3336   206.95726   33.60049     
  J1347+4829   206.9776    48.48553     
  J1347-0111   206.98051   -1.19201     
  J1348+3955   207.04841   39.91685     
  J1348+5646   207.05797   56.77545     
  J1348+6703   207.08602   67.06268     
  J1348+5445   207.14704   54.76164     
